NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
1706192326.505756,-0.5483412042010867,0.02604672928539917,0.7646499252398878,1.220724765191489,2.793490589618684,-0.16105651334512966,0.0,0.0,0.0,0.0,0.0,0.0,-0.5070785506904573,0.8428012447928221,0.6155037384644326,-0.5391987067445067,0.036919874210385784,0.7620848598860781,1.220724765191489,2.793490589618684,-0.16105651334512966,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192326.572781,-0.5483460028587445,0.026072933164372515,0.7646318246738877,1.2207107870116554,2.7934318829486586,-0.16095697607769263,0.001274482327987834,0.0009126814439534785,0.0002465031236218987,0.0002814848739608229,-0.0011681898937552543,-0.001125756358209336,-0.5137500042898658,0.836678064248585,0.6155854467426185,-0.5458701603439152,0.030796693666148678,0.762166568164264,1.2207107870116554,2.7934318829486586,-0.16095697607769263,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192326.640846,-0.5480834952081657,0.026337541336634462,0.7645433895184259,1.2205609784875018,2.79340489212047,-0.16082955164589416,0.006387644867363231,0.006145983114232904,-0.0011311888636090948,-0.0005964110672356576,0.0021110299936054127,0.005227072795063396,-0.5155885594411066,0.831601630006116,0.6137608163767422,-0.547708715495156,0.025720259423679614,0.7603419377983877,1.2205609784875018,2.79340489212047,-0.16082955164589416,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192326.706859,-0.5478059601240872,0.02670718104114442,0.7644605106936954,1.2205948682784515,2.793362055954351,-0.16082836513682028,0.004369530961689814,0.004464561572098482,-0.0012268497928090418,-0.000490762695832018,0.0019933600634926335,-0.0028346181831947663,-0.519225621548206,0.8272456178571488,0.6095069254801267,-0.5513457776022553,0.021364247274712422,0.7560880469017722,1.2205948682784515,2.793362055954351,-0.16082836513682028,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192326.772909,-0.5478055153301414,0.02676971255905182,0.7643221857169278,1.2206756846037365,2.793319611338912,-0.160869890878459,0.0003166282978656855,0.00030722549231282695,-0.0026180710476762592,-0.0003418007607170374,0.0014294027880713356,0.00011310178656298624,-0.523297028236036,0.8169438352356345,0.6080946981074483,-0.5554171842900854,0.011062464653198156,0.7546758195290938,1.2206756846037365,2.793319611338912,-0.160869890878459,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192326.84898,-0.5479427815859513,0.02667882359331831,0.7640068094520233,1.2206181088802606,2.7933654932065273,-0.16074737061856598,-0.0004379226749694122,-0.0010635645706505578,-0.004183860715565141,7.097650961817778e-06,0.00019018843265447457,-0.004620392547640591,-0.5233118392388711,0.8066378361483979,0.6070405736881036,-0.5554319952929205,0.0007564655659615394,0.7536216951097491,1.2206181088802606,2.7933654932065273,-0.16074737061856598,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192326.914967,-0.5481359681089594,0.026390935426848228,0.7637282529008993,1.2206311734435265,2.7931503631836856,-0.16081233461574648,-0.0015124865980781104,-0.0068949933837054375,-0.00421217313574939,-2.330628658684634e-05,0.0005121220352902867,-0.00021704729430937423,-0.5249392946890825,0.7984270699978355,0.6012911470116343,-0.5570594507431319,-0.007454300584600837,0.7478722684332798,1.2206311734435265,2.7931503631836856,-0.16081233461574648,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192326.978318,-0.5482930625313116,0.02587166955160502,0.7634950413586526,1.2207249261783633,2.793249442862697,-0.16084090532227338,-0.002588431032997469,-0.010426597532903046,-0.004158945887381951,-0.0008025499517237878,0.003966667998676225,-0.0007374787693043538,-0.5226774388432199,0.7914326149161781,0.5980754832084066,-0.5547975948972693,-0.01444875566625825,0.7446566046300521,1.2207249261783633,2.793249442862697,-0.16084090532227338,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192327.039957,-0.5485673058880309,0.02505554645723814,0.7631437614729097,1.220698130800225,2.7932166830448977,-0.1606941333455473,-0.006037207151559912,-0.01563642414748335,-0.007631866471348663,-0.00045948108766619426,0.002689207069921922,0.0008609516930877499,-0.5248183975737507,0.7813707006308668,0.5969074073542178,-0.5569385536278001,-0.024510669951569586,0.7434885287758632,1.220698130800225,2.7932166830448977,-0.1606941333455473,0.03212015605404939,0.8058813705824364,-0.14658112142164548
1706192327.106957,-0.5487825822182029,0.024003761793724588,0.7626430522793208,1.2205822269039714,2.7932951917034474,-0.16065131954324696,-0.00408906144216004,-0.017439637430649052,-0.009090158244327802,0.0009219305964991701,-0.002865307684403088,-0.0005629465977755902,-0.5251200108209758,0.7743914410248538,0.5973171952525037,-0.5572401668750252,-0.03148992955758256,0.7438983166741492,1.2205822269039714,2.7932951917034474,-0.16065131954324696,0.03212015605404939,0.8058813705824364,-0.14658112142164548
