NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
NOT DETECTED
1706191544.808243,-0.4590982115938839,0.030120926535972904,0.7663939840813586,1.2233760799361915,2.8008325276824797,-0.16187761741269985,0.0,0.0,0.0,0.0,0.0,0.0,-0.4119892919582972,0.8776618592057734,0.625775666071207,-0.46153939838760577,0.018754290680746744,0.7649844534764713,1.2233760799361915,2.8008325276824797,-0.16187761741269985,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191544.87229,-0.45906177896035466,0.03008791690166631,0.766418582894861,1.223315631494187,2.8009558201226605,-0.1620017761519375,-0.00013653976839159195,-0.002083234581560802,0.0,0.0,0.0,0.004538026638329029,-0.4167156916564989,0.8662072664057628,0.6242063230995973,-0.4662657980858075,0.0072996978807361446,0.7634151105048615,1.223315631494187,2.8009558201226605,-0.1620017761519375,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191544.93936,-0.4591268025026387,0.02973659550757595,0.7664043826398739,1.2231598623618432,2.8008113376881707,-0.16193874581328344,-0.0011505455451651155,-0.0082462475031049,-0.0005130019531625325,0.00034557736958979466,-0.0014688655014772677,0.0026587002666308987,-0.4216075529257914,0.8527692534248277,0.6250665312201943,-0.47115765935509996,-0.006138315100199021,0.7642753186254585,1.2231598623618432,2.8008113376881707,-0.16193874581328344,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.008362,-0.45936307249226344,0.028927564506864428,0.7662948321515488,1.223226895816643,2.8008628353110527,-0.16198367348429762,-0.005515191133136767,-0.015599711980050992,-0.0016011496332885959,-0.00022966138562681724,0.0002548762519577207,-0.00024514397978487435,-0.424295748619677,0.83894254727726,0.6260613664041603,-0.4738458550489856,-0.019965021247766668,0.7652701538094245,1.223226895816643,2.8008628353110527,-0.16198367348429762,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.098418,-0.45996209084916373,0.027046284572275155,0.7662194216654982,1.2232563786511705,2.8009610111524923,-0.16206568554938178,-0.00878322956401043,-0.026321730330815904,-0.0006828453679052861,-0.00046484696712622507,0.0006366145162589608,0.0030790523477536936,-0.42700927645595715,0.8297180372298193,0.6243742497508922,-0.4765593828852657,-0.029189531295207405,0.7635830371561564,1.2232563786511705,2.8009610111524923,-0.16206568554938178,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.156419,-0.46039765141411726,0.025620510332163234,0.7661663701806721,1.2232398841311345,2.800993374973759,-0.16210738552870538,-0.008568966951546842,-0.024543105055314197,-0.00014553272702177113,0.0005717768067687382,-0.0030058743878551525,-1.9788531151702852e-05,-0.4297306755026602,0.8192672014488095,0.625053635714975,-0.47928078193196877,-0.03964036707621721,0.7642624231202392,1.2232398841311345,2.800993374973759,-0.16210738552870538,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.217414,-0.46077980302046073,0.02410455140313888,0.7661614643917596,1.2230561221679688,2.80112715545655,-0.16229413222432576,-0.007114499290183223,-0.02449678879328865,-0.000553368884740887,-0.0003974089957555458,0.00019871275155494114,-0.0018040654426018875,-0.430124132379753,0.8124625775906154,0.6234141786855508,-0.47967423880906157,-0.046444990934411345,0.762622966090815,1.2230561221679688,2.80112715545655,-0.16229413222432576,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.274419,-0.4612616841384585,0.022681497580824522,0.7660867820947889,1.2233396600672635,2.8009734402100452,-0.16234747654440254,-0.008443013782425813,-0.02765989857701887,-0.0009490261503661664,-0.0003911472269326556,-4.378364064146396e-05,-0.0018696442724250952,-0.4303432530429083,0.8047566280716734,0.6218893423282513,-0.4798933594722169,-0.054150940453353336,0.7610981297335155,1.2233396600672635,2.8009734402100452,-0.16234747654440254,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.340489,-0.46179407078708185,0.020681144509020893,0.7660206130266706,1.2233039664446999,2.8010034973333666,-0.16240205200801866,-0.008550616475242608,-0.035562756347554236,-0.0019350954184353649,-0.0009952750188308146,0.001470683498265538,-0.00029522632607559756,-0.43097329364036396,0.7977781169711925,0.622347351555902,-0.48052340006967253,-0.0611294515538342,0.7615561389611663,1.2233039664446999,2.8010034973333666,-0.16240205200801866,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.408487,-0.4625071241109956,0.017725304353093302,0.7658410212017429,1.2233419783371307,2.801013348260455,-0.1625381795608372,-0.009383367028145113,-0.045329840431884115,-0.0019332424706769832,-0.0008228301472855622,0.00015816722680983347,0.00204789298782401,-0.43195306496712077,0.7881392840209679,0.6248953595015914,-0.48150317139642934,-0.07076828450405881,0.7641041469068556,1.2233419783371307,2.801013348260455,-0.1625381795608372,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.473489,-0.46317367139254023,0.014778024066512591,0.7656933773907019,1.2231538830728803,2.8008784661104142,-0.1623004259838066,-0.009773126891178525,-0.042408932273758686,-0.0023759407103042655,-0.00048161372436715175,-0.0009803613263538562,-0.0006102820429064308,-0.43288953488049287,0.781510697014141,0.6272230087051102,-0.48243964130980144,-0.0773968715108857,0.7664317961103744,1.2231538830728803,2.8008784661104142,-0.1623004259838066,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.540488,-0.4636950792348223,0.012325704267728955,0.7655839272270201,1.2232485702166884,2.8008284334536127,-0.1623619160308805,-0.007937821592505447,-0.039349528339148156,-0.0016900543891055632,-0.0011238098987057215,0.0009935756183557028,-0.0017975622969115318,-0.4336149590523676,0.7733634407482705,0.6296879377879945,-0.48316506548167615,-0.08554412777675624,0.7688967251932587,1.2232485702166884,2.8008284334536127,-0.1623619160308805,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.606489,-0.4645055476881947,0.00879988732310247,0.7655596616416218,1.2230618617020794,2.8006869804664025,-0.1621254222104508,-0.013292692955857827,-0.05465923030444811,-0.00026428474342295156,0.0004784976361683687,-0.005036528440886449,-0.0006417674746272127,-0.4347154671489278,0.7641535503618887,0.6322725326633718,-0.48426557357823635,-0.094754018163138,0.771481320068636,1.2230618617020794,2.8006869804664025,-0.1621254222104508,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.674068,-0.46528081439386243,0.005355678174477248,0.7656037188743938,1.22331153577086,2.800382906723507,-0.16204048077785665,-0.012167352467549377,-0.05174632952785571,0.0009461903992062659,-0.00019780206551887897,-0.002100607059333922,-8.618003440024359e-06,-0.43576322251263533,0.7522903789153249,0.6370511924803054,-0.4853133289419439,-0.10661718960970179,0.7762599798855696,1.22331153577086,2.800382906723507,-0.16204048077785665,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.747118,-0.4660099388836892,0.0019214291313012222,0.7657304654462583,1.2233196469420142,2.800431830464336,-0.16202166413020494,-0.008434829188407532,-0.05144864188006983,0.003239040019277657,-0.0018309233792309996,0.005060849563531639,0.004105609416872869,-0.43465296295443834,0.7419298507052178,0.6379947028278168,-0.4842030693837469,-0.11697771781980892,0.777203490233081,1.2233196469420142,2.800431830464336,-0.16202166413020494,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.807122,-0.46657810283516893,-0.001762099938069599,0.7660442271113178,1.2231863748610323,2.8005876422998464,-0.1622621031541808,-0.008986293537369556,-0.0558166580747449,0.0051328142697170355,-0.0016223691911105178,0.002097375612941865,-0.00035335856655831184,-0.43733881051995654,0.7321960169755393,0.6386074149258589,-0.4868889169492651,-0.12671155154948743,0.7778162023311231,1.2231863748610323,2.8005876422998464,-0.1622621031541808,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.878119,-0.46724407218884284,-0.005535208675720887,0.766399746462852,1.223171764605615,2.8006203159527865,-0.16234283368997743,-0.008428104397920516,-0.048718622269440584,0.005202099596898539,0.001828546412417778,-0.0016796841974649596,-0.0014427133272026447,-0.43811065124084025,0.7214343398016663,0.6395673910928205,-0.4876607576701488,-0.13747322872336043,0.7787761784980847,1.223171764605615,2.8006203159527865,-0.16234283368997743,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191545.94119,-0.4678320744492498,-0.008351883469877391,0.7666456389653148,1.2231205708571988,2.800346304130475,-0.1620001118790737,-0.009300272406651437,-0.05033866587889805,0.004563252870576404,0.0013906940486492214,-0.006144574045908558,-0.004785330332133289,-0.4405979043327494,0.7125884776689496,0.6402663183956658,-0.490148010762058,-0.14631909085607708,0.77947510580093,1.2231205708571988,2.800346304130475,-0.1620001118790737,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191546.008213,-0.4682827799164534,-0.012114320392967837,0.7670507399322936,1.223570714303898,2.8000904988852726,-0.1619301494745916,-0.006063407323262883,-0.05642572644066076,0.00544960406431928,-0.0013410077631579294,0.004341246381362649,0.005049764356038055,-0.44256366450478013,0.7015187317800651,0.6393324312224443,-0.4921137709340887,-0.15738883674496162,0.7785412186277085,1.223570714303898,2.8000904988852726,-0.1619301494745916,0.04955010642930857,0.8589075685250267,-0.1392087874052642
1706191546.075234,-0.46880458457032903,-0.01592180347011904,0.7673914764581765,1.223213482472825,2.800341660764288,-0.1619382608241918,-0.009530752627608637,-0.060394716057818626,0.005682127720336903,0.002779261882555297,0.002730486311032133,0.0024551303999324095,-0.4468483849890267,0.6933664883579214,0.637933946238163,-0.49639849141833525,-0.16554108016710534,0.7771427336434272,1.223213482472825,2.800341660764288,-0.1619382608241918,0.04955010642930857,0.8589075685250267,-0.1392087874052642
